area,species,speciesID,year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
5,KW,1,12,1,0,1,0,0.625,0,0,0.666666667,0.25,0.8,1,0,0,0,0,0,0.5,0,0.333333333,1,1,1,0,1,0.789482327
5,KW,1,13,0,1,0,1,0,0.625023751,0,0,0.666666667,0.250047501,0.7999696,1,0,0,0,0,0,0.5,0,0.333333333,1,1,1,0,0.78948
5,KW,1,14,0,0,1,0,1,0,0.624965782,0,0,0.666666667,0.25,0.799970799,1,0,0,0,0,0,0.5,0,0.333333333,1,1,1,0.777775525
5,KW,1,15,0.5,0,0,1,0,1,0,0.624965782,0,0,0.666666667,0.25,0.799970799,1,0,0,0,0,0,0.5,0,0.5,1,1,0.777775525
5,KW,1,16,0.750046878,0.5,0,0,1,0,1,0,0.625011718,0,0,0.66675,0.249953122,0.800030003,1,0,0,0,0,0,0.5,0,0.5,1,0.800004286
5,KW,1,17,0.42860449,0.749949382,0.5,0,0,1,0,1,0,0.624987344,0,0,0.666576674,0.250050618,0.799935202,1,0,0,0,0,0,0.5,0,0.5,0.8
5,KW,1,18,0.666666667,0.428554488,0.749948122,0.5,0,0,1,0,1,0,0.625025939,0,0,0.666666667,0.250051878,0.799966799,1,0,0,0,0,0,0.5,0,0.777770093
5,KW,1,19,0,0.666666667,0.428554488,0.749948122,0.5,0,0,1,0,1,0,0.625025939,0,0,0.666666667,0.250051878,0.799966799,1,0,0,0,0,0,0.5,0.777770093
5,KW,1,20,0,0,0.666761122,0.428536733,0.750053135,0.5,0,0,1,0,1,0,0.625013282,0,0,0.666761122,0.249946865,0.800068004,1,0,0,0,0,0,0.763163781
5,KW,1,21,0.5,0,0,0.666666667,0.428553876,0.749946248,0.5,0,0,1,0,1,0,0.625026876,0,0,0.666666667,0.333333333,1,1,0,0,0,0,0.736839723
5,KW,1,22,0.2,0.5,0,0,0.666666667,0.428571429,0.75,0.5,0,0,1,0,1,0,0.625,0,0,0.666666667,0.333333333,1,1,0,0,0,0.736840845
5,KW,1,23,0,0.2,0.5,0,0,1,0.428571429,0.75,0.5,0,0,1,0,1,0,0.625042187,0,0,0.666666667,0.333333333,1,1,0,0,0.756756099
5,KW,1,24,0.33328,0,0.200038395,0.5,0,0,1,0.428551838,0.749940005,0.5,0,0,1,0,1,0,0.624984999,0,0,0.66656,0.33344,1,1,0,0.75675886
5,KW,1,25,1,0.399961598,0,0.200038395,0.5,0,0,1,0.33328,0.749940005,0.5,0,0,1,0,1,0,0.624984999,0,0,0.66656,0.33344,1,1,0.75675886
5,KW,1,26,0.666666667,1,0.4000392,0,0.199921599,0.5,0,0,1,0.333333333,0.750061259,0,0,0,1,0,1,0,0.625015313,0,0,0.666775564,0.5,1,0.789477756
5,KW,1,27,0.2,0.666666667,1,0.4,0,0.2,0.5,0,0,1,0.333333333,1,0,0,0,1,0,1,0,0.625,0,0,0.666666667,0.5,0.842097202
5,KW,1,28,0,0.2,0.666666667,1,0.4,0,0.2,0.5,0,0,1,0.333333333,1,0,0,0,1,0,1,0,0.625,0,0,0.666666667,0.828566923
5,KW,1,29,0.5,0,0.250055617,0.666666667,1,0.3999644,0,0.2000712,0.666567784,0,0,1,0.333333333,1,0,0,0,1,0,1,0,0.624986094,0,0,0.857142857
5,KW,1,30,0.333238878,0.5,0,0.333238878,0.599965998,1,0.400034002,0,0.199931996,0.666761122,0,0,1,0.333333333,1,0,0,0,0,0,1,0,0.625013282,0,0.906260791
5,KW,1,31,0,0.333424433,0.5,0,0.333424433,0.600032798,1,0.399967202,0,0.200065595,0.666575567,0,0,1,0.333333333,1,0,0,0,0,0,1,0,0.624987189,0.896539049
5,KW,1,32,0.250050618,0,0.333423326,0.5,0,0.333423326,0.600032399,1,0.399967601,0,0.200064798,0.666576674,0,0,1,0.333333333,1,0,0,0,0,0,1,0,0.909084215
5,KW,1,33,0,0.250051878,0,0.333333333,0.5,0,0.333333333,0.599933599,1,0.400066401,0,0.200033201,0.666666667,0,0,1,0.333379444,1,0,0,0,0,0,1,0.909102342
5,KW,1,34,0.199931996,0,0.249946865,0,0.333238878,0.5,0,0.333238878,0.599965998,1,0.400034002,0,0.199931996,0.666761122,0,0,1,0.333333333,1,0,0,0,0,0,0.906260791
5,KW,1,35,0.333236659,0.199930398,0,0.249945617,0,0.333236659,0.5,0,0.333236659,0.599965199,1,0.400034801,0,0.199930398,0.666763341,0,0,1,0.333333333,1,0,0,0,0,0.903233049
5,KW,1,36,0.333333333,0.333333333,0.2,0,0.25,0,0.333333333,0.5,0,0.333333333,0.6,1,0.4,0,0.2,0.666666667,0,0,1,0.333333333,1,0,0,0,0.903234235
5,KW,1,37,0,0.333432216,0.333432216,0.2000712,0,0.250055617,0,0.5,0.5,0,0.333432216,0.6000356,1,0.3999644,0,0.2000712,0.666567784,0,0,1,0.333333333,1,0,0,0.899994067
5,KW,1,38,0.333236659,0,0.333236659,0.5,0.199930398,0,0.249945617,0,1,0.5,0,0.333236659,0.599965199,1,0.400034801,0,0.199930398,0.666763341,0,0,1,0.400034801,1,0,0.896558966
5,KW,1,39,1,0.333235553,0,0.333235553,0.5,0.199964795,0,0.249944994,0,1,0.5,0,0.333235553,0.599964801,1,0.400035199,0,0.199964795,0.666764447,0,0,1,0.400035199,1,0.896552771
5,KW,1,40,0.599965199,1,0.333236659,0,0.333236659,0.5,0.199930398,0,0.249945617,0,1,0.5,0,0.333236659,0.599965199,1,0.400034801,0,0.199930398,0.666763341,0,0,1,0.400034801,0.925922346
5,KW,1,41,0.5,0.6,1,0.333333333,0,0.333333333,0.5,0.2,0,0.25,0,1,0.5,0,0.333333333,0.6,1,0.4,0,0.2,0.666666667,0,0,1,0.87097898
5,KW,1,42,0.5,0.5,0.599965199,1,0.333236659,0,0.333236659,0.5,0.199930398,0,0.249945617,0,1,0.5,0,0.5,0.599965199,1,0.400034801,0,0.199930398,0.666763341,0,0,0.93102931
5,KW,1,43,0.5,0.5,0.5,0.6000356,1,0.333432216,0,0.333432216,0.5,0.2000712,0,0.250055617,0,1,0.5,0,0.5,0.6000356,1,0.3999644,0,0.2000712,0.666567784,0,0.931039774
5,KW,1,44,0,0.5,0.5,0.5,0.5,1,0.333239989,0,0.333239989,0.5,0.199932796,0,0.24994749,0,1,0.5,0,0.5,0.75005251,1,0.400033602,0,0.199932796,0.666760011,0.88889926
5,KW,1,45,1,0,0.5,0.5,0.5,0.5,1,0.333423326,0,0.333423326,0.5,0.200064798,0,0.250050618,0,1,0.5,0,0.5,0.749949382,1,0.399967601,0,0.200064798,0.884606997
5,KW,1,46,0,1,0,0.5,0.5,0.5,0.5,1,0.333333333,0,0.333333333,0.5,0.2,0,0.333333333,0,1,0.5,0,0,0.75,1,0.4,0,0.766666667
6,KW,1,1,0.565666712,0.567898576,0.554720757,0.563338372,0.55963405,0.571557636,0.574196553,0.574205467,0.595342821,0.620073865,0.633632445,0.659937465,0.679148107,0.709939485,0.711422855,0.7176078,0.71758513,0.709941669,0.712341632,0.721176547,0.732325716,0.738351322,0.744994407,0.759382506,0.851783533
7,KW,1,1,0.565666712,0.567898576,0.554720757,0.563338372,0.55963405,0.571557636,0.574196553,0.574205467,0.595342821,0.620073865,0.633632445,0.659937465,0.679148107,0.709939485,0.711422855,0.7176078,0.71758513,0.709941669,0.712341632,0.721176547,0.732325716,0.738351322,0.744994407,0.759382506,0.851783533
8,KW,1,1,0.565666712,0.567898576,0.554720757,0.563338372,0.55963405,0.571557636,0.574196553,0.574205467,0.595342821,0.620073865,0.633632445,0.659937465,0.679148107,0.709939485,0.711422855,0.7176078,0.71758513,0.709941669,0.712341632,0.721176547,0.732325716,0.738351322,0.744994407,0.759382506,0.851783533
1,HS,2,1,0.575471698,0.599909044,0.623859141,0.647218639,0.659745327,0.672052594,0.684127834,0.695959603,0.707537645,0.718852899,0.729897493,0.740664738,0.7511491,0.761346176,0.771252656,0.780866278,0.79018578,0.79921085,0.807942066,0.81638084,0.824529354,0.8323905,0.839967819,0.847265437,1
2,HS,2,1,0.575471698,0.599909044,0.623859141,0.647218639,0.659745327,0.672052594,0.684127834,0.695959603,0.707537645,0.718852899,0.729897493,0.740664738,0.7511491,0.761346176,0.771252656,0.780866278,0.79018578,0.79921085,0.807942066,0.81638084,0.824529354,0.8323905,0.839967819,0.847265437,1
3,HS,2,1,0.575471698,0.599909044,0.623859141,0.647218639,0.659745327,0.672052594,0.684127834,0.695959603,0.707537645,0.718852899,0.729897493,0.740664738,0.7511491,0.761346176,0.771252656,0.780866278,0.79018578,0.79921085,0.807942066,0.81638084,0.824529354,0.8323905,0.839967819,0.847265437,1
4,HS,2,1,0.575471698,0.599909044,0.623859141,0.647218639,0.659745327,0.672052594,0.684127834,0.695959603,0.707537645,0.718852899,0.729897493,0.740664738,0.7511491,0.761346176,0.771252656,0.780866278,0.79018578,0.79921085,0.807942066,0.81638084,0.824529354,0.8323905,0.839967819,0.847265437,1
5,HS,2,1,0.575471698,0.599909044,0.623859141,0.647218639,0.659745327,0.672052594,0.684127834,0.695959603,0.707537645,0.718852899,0.729897493,0.740664738,0.7511491,0.761346176,0.771252656,0.780866278,0.79018578,0.79921085,0.807942066,0.81638084,0.824529354,0.8323905,0.839967819,0.847265437,1
6,HS,2,1,0.575471698,0.599909044,0.623859141,0.647218639,0.659745327,0.672052594,0.684127834,0.695959603,0.707537645,0.718852899,0.729897493,0.740664738,0.7511491,0.761346176,0.771252656,0.780866278,0.79018578,0.79921085,0.807942066,0.81638084,0.824529354,0.8323905,0.839967819,0.847265437,1
7,HS,2,1,0.575471698,0.599909044,0.623859141,0.647218639,0.659745327,0.672052594,0.684127834,0.695959603,0.707537645,0.718852899,0.729897493,0.740664738,0.7511491,0.761346176,0.771252656,0.780866278,0.79018578,0.79921085,0.807942066,0.81638084,0.824529354,0.8323905,0.839967819,0.847265437,1
8,HS,2,1,0.575471698,0.599909044,0.623859141,0.647218639,0.659745327,0.672052594,0.684127834,0.695959603,0.707537645,0.718852899,0.729897493,0.740664738,0.7511491,0.761346176,0.771252656,0.780866278,0.79018578,0.79921085,0.807942066,0.81638084,0.824529354,0.8323905,0.839967819,0.847265437,1
1,CSL,3,1,0.501108647,0.502217284,0.503325899,0.504434481,0.523143375,0.541787549,0.560315431,0.578676736,0.596823003,0.643334037,0.687290824,0.72811967,0.765437036,0.799045985,0.828915679,0.855150399,0.877954504,0.897598396,0.914388809,0.928645016,0.940681247,0.950794772,0.959258675,0.966318258,0.972190034
2,CSL,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,CSL,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,CSL,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,CSL,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,SSL,4,1,0.563392107,0.620610077,0.65740891,0.678541855,0.691533357,0.705890074,0.72195085,0.739509409,0.758322346,0.778117462,0.798344369,0.81886561,0.839313903,0.859294408,1,1,1,1,1,1,1,1,1,1,1
2,SSL,4,1,0.563392107,0.620610077,0.65740891,0.678541855,0.691533357,0.705890074,0.72195085,0.739509409,0.758322346,0.778117462,0.798344369,0.81886561,0.839313903,0.859294408,1,1,1,1,1,1,1,1,1,1,1
3,SSL,4,1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4,SSL,4,1,0.563392107,0.620610077,0.65740891,0.678541855,0.691533357,0.705890074,0.72195085,0.739509409,0.758322346,0.778117462,0.798344369,0.81886561,0.839313903,0.859294408,1,1,1,1,1,1,1,1,1,1,1
5,SSL,4,1,0.563392107,0.620610077,0.65740891,0.678541855,0.691533357,0.705890074,0.72195085,0.739509409,0.758322346,0.778117462,0.798344369,0.81886561,0.839313903,0.859294408,1,1,1,1,1,1,1,1,1,1,1
6,SSL,4,1,0.563392107,0.620610077,0.65740891,0.678541855,0.691533357,0.705890074,0.72195085,0.739509409,0.758322346,0.778117462,0.798344369,0.81886561,0.839313903,0.859294408,1,1,1,1,1,1,1,1,1,1,1
7,SSL,4,1,0.563392107,0.620610077,0.65740891,0.678541855,0.691533357,0.705890074,0.72195085,0.739509409,0.758322346,0.778117462,0.798344369,0.81886561,0.839313903,0.859294408,1,1,1,1,1,1,1,1,1,1,1
8,SSL,4,1,0.563392107,0.620610077,0.65740891,0.678541855,0.691533357,0.705890074,0.72195085,0.739509409,0.758322346,0.778117462,0.798344369,0.81886561,0.839313903,0.859294408,1,1,1,1,1,1,1,1,1,1,1
