area,species,speciesID,year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
5,KW,1,22,0.05495,0.04396,0.02198,0,0.03297,0.07693,0.04396,0.02198,0,0,0.01099,0.02198,0.01099,0,0.08792,0,0.01099,0.03297,0.03297,0.04396,0.03297,0,0,0,0.41758
5,KW,1,23,0.01111,0.05555,0.04444,0.02222,0,0.02222,0.07777,0.04444,0.02222,0,0,0.01111,0.02222,0.01111,0,0.08889,0,0.01111,0.03333,0.03333,0.04444,0.03333,0,0,0.41111
5,KW,1,24,0.0625,0.01042,0.05209,0.04166,0.02083,0,0.02083,0.07292,0.04167,0.02084,0,0,0.01042,0.02083,0.01042,0,0.08333,0,0.01042,0.03125,0.03125,0.04167,0.03125,0,0.38542
5,KW,1,25,0.02083,0.05208,0.01042,0.05209,0.04166,0.02083,0,0.02083,0.0625,0.04167,0.02084,0,0,0.01042,0.02083,0.01042,0,0.08333,0,0.01042,0.03125,0.03125,0.04167,0.03125,0.38542
5,KW,1,26,0.06123,0.02041,0.05102,0.0102,0.05102,0.04082,0.02041,0,0.02041,0.06123,0.04081,0.0102,0,0,0.0102,0.02041,0.0102,0,0.08163,0,0.0102,0.03061,0.0204,0.04082,0.38775
5,KW,1,27,0.05155,0.06186,0.02062,0.05155,0.01031,0.05155,0.04124,0.02062,0,0.02062,0.06186,0.03093,0,0,0,0.01031,0.02062,0.01031,0,0.08248,0,0.01031,0.03093,0.02062,0.39176
5,KW,1,28,0,0.05435,0.06522,0.02174,0.05435,0.01087,0.05435,0.04348,0.02174,0,0.02174,0.06522,0.03261,0,0,0,0.01087,0.02174,0.01087,0,0.08696,0,0.01087,0.03261,0.38044
5,KW,1,29,0.02248,0,0.04495,0.06741,0.02247,0.05618,0.01124,0.05618,0.03371,0.02247,0,0.02247,0.06741,0.03371,0,0,0,0.01124,0.02247,0.01124,0,0.08989,0,0.01124,0.39326
5,KW,1,30,0.03529,0.02352,0,0.03529,0.05882,0.02353,0.05882,0.01176,0.05882,0.03529,0.02353,0,0.02353,0.07059,0.03529,0,0,0,0,0.02353,0.01176,0,0.09411,0,0.37647
5,KW,1,31,0,0.03659,0.0244,0,0.03659,0.06098,0.02439,0.06098,0.0122,0.06098,0.03659,0.02439,0,0.02439,0.07317,0.03659,0,0,0,0,0.02439,0.0122,0,0.09757,0.35366
5,KW,1,32,0.04939,0,0.03704,0.0247,0,0.03704,0.06173,0.02469,0.06173,0.01235,0.06173,0.03704,0.02469,0,0.02469,0.07407,0.03704,0,0,0,0,0.01235,0.01235,0,0.40741
5,KW,1,33,0.0241,0.04819,0,0.03615,0.0241,0,0.03615,0.06024,0.0241,0.06024,0.01205,0.06024,0.03615,0.0241,0,0.0241,0.07229,0.03614,0,0,0,0,0.01205,0.01205,0.39759
5,KW,1,34,0.05882,0.02353,0.04705,0,0.03529,0.02352,0,0.03529,0.05882,0.02353,0.05882,0.01176,0.05882,0.03529,0.02353,0,0.02353,0.07059,0.03529,0,0,0,0,0,0.37647
5,KW,1,35,0.03448,0.05747,0.02299,0.04597,0,0.03448,0.02298,0,0.03448,0.05747,0.02299,0.05747,0.01149,0.05747,0.03448,0.02299,0,0.02299,0.06897,0.03448,0,0,0,0,0.35632
5,KW,1,36,0.03333,0.03333,0.05555,0.02222,0.04444,0,0.03333,0.02222,0,0.03333,0.05555,0.02222,0.05555,0.01111,0.05555,0.03333,0.02222,0,0.02222,0.06666,0.03333,0,0,0,0.34444
5,KW,1,37,0.01124,0.03371,0.03371,0.05618,0.02247,0.04495,0,0.02248,0.02248,0,0.03371,0.05618,0.02247,0.05618,0.01124,0.05618,0.03371,0.02247,0,0.02247,0.06741,0.03371,0,0,0.33708
5,KW,1,38,0.03448,0.01149,0.03448,0.02298,0.05747,0.02299,0.04597,0,0.01149,0.02298,0,0.03448,0.05747,0.01149,0.05747,0.01149,0.05747,0.03448,0.02299,0,0.02299,0.05747,0.03448,0,0.33333
5,KW,1,39,0.02273,0.03409,0.01136,0.03409,0.02272,0.05681,0.01136,0.04545,0,0.01136,0.02272,0,0.03409,0.05682,0.01136,0.05682,0.01136,0.05681,0.03409,0.02273,0,0.02273,0.05682,0.03409,0.32954
5,KW,1,40,0.05747,0.01149,0.03448,0.01149,0.03448,0.02298,0.05747,0.01149,0.04597,0,0.01149,0.02298,0,0.03448,0.05747,0.01149,0.05747,0.01149,0.05747,0.03448,0.02299,0,0.02299,0.05747,0.31035
5,KW,1,41,0.04444,0.05555,0.01111,0.03333,0.01111,0.03333,0.02222,0.05555,0.01111,0.04444,0,0.01111,0.02222,0,0.03333,0.05555,0.01111,0.05555,0.01111,0.05555,0.03333,0.02222,0,0.02222,0.34444
5,KW,1,42,0.02298,0.04598,0.05747,0.01149,0.03448,0.01149,0.03448,0.02298,0.05747,0.01149,0.04597,0,0.01149,0.02298,0,0.02298,0.05747,0.01149,0.05747,0.01149,0.05747,0.03448,0.02299,0,0.33333
5,KW,1,43,0.02248,0.02248,0.04494,0.05618,0.01124,0.03371,0.01124,0.03371,0.02248,0.05618,0.01124,0.04495,0,0.01124,0.02248,0,0.02248,0.05618,0.01124,0.05618,0.01124,0.05618,0.03371,0.02247,0.32584
5,KW,1,44,0.0119,0.0238,0.0238,0.04762,0.04762,0.0119,0.03571,0.0119,0.03571,0.0238,0.05952,0.0119,0.04761,0,0.0119,0.0238,0,0.0238,0.04761,0.0119,0.05952,0.0119,0.05952,0.03571,0.32142
5,KW,1,45,0.02469,0,0.0247,0.0247,0.04938,0.04938,0.01235,0.03704,0.01235,0.03704,0.0247,0.06173,0.01235,0.04939,0,0.01235,0.0247,0,0.0247,0.04939,0.01235,0.06173,0.01235,0.06173,0.32099
5,KW,1,46,0.0375,0.0125,0,0.025,0.025,0.05,0.05,0.0125,0.0375,0.0125,0.0375,0.025,0.0625,0.0125,0.0375,0,0.0125,0.025,0,0.0125,0.05,0.0125,0.0625,0.0125,0.375
7,KW,1,1,0.033793356,0.031474243,0.030728465,0.030029576,0.029389131,0.029275797,0.027580018,0.027332907,0.02665624,0.025916017,0.025788684,0.024867794,0.024322016,0.023329793,0.023555793,0.023422238,0.023857349,0.024589128,0.023779127,0.023504682,0.023948905,0.023030904,0.022470459,0.020690236,0.398889377
8,KW,1,1,0.033793356,0.031474243,0.030728465,0.030029576,0.029389131,0.029275797,0.027580018,0.027332907,0.02665624,0.025916017,0.025788684,0.024867794,0.024322016,0.023329793,0.023555793,0.023422238,0.023857349,0.024589128,0.023779127,0.023504682,0.023948905,0.023030904,0.022470459,0.020690236,0.398889377
1,HS,2,1,0.181,0.148,0.122,0.099,0.081,0.067,0.055,0.045,0.037,0.03,0.025,0.02,0.016,0.013,0.061,0,0,0,0,0,0,0,0,0,0
2,HS,2,1,0.181,0.148,0.122,0.099,0.081,0.067,0.055,0.045,0.037,0.03,0.025,0.02,0.016,0.013,0.061,0,0,0,0,0,0,0,0,0,0
3,HS,2,1,0.181,0.148,0.122,0.099,0.081,0.067,0.055,0.045,0.037,0.03,0.025,0.02,0.016,0.013,0.061,0,0,0,0,0,0,0,0,0,0
4,HS,2,1,0.181,0.148,0.122,0.099,0.081,0.067,0.055,0.045,0.037,0.03,0.025,0.02,0.016,0.013,0.061,0,0,0,0,0,0,0,0,0,0
5,HS,2,1,0.181,0.148,0.122,0.099,0.081,0.067,0.055,0.045,0.037,0.03,0.025,0.02,0.016,0.013,0.061,0,0,0,0,0,0,0,0,0,0
6,HS,2,1,0.181,0.148,0.122,0.099,0.081,0.067,0.055,0.045,0.037,0.03,0.025,0.02,0.016,0.013,0.061,0,0,0,0,0,0,0,0,0,0
7,HS,2,1,0.181,0.148,0.122,0.099,0.081,0.067,0.055,0.045,0.037,0.03,0.025,0.02,0.016,0.013,0.061,0,0,0,0,0,0,0,0,0,0
8,HS,2,1,0.181,0.148,0.122,0.099,0.081,0.067,0.055,0.045,0.037,0.03,0.025,0.02,0.016,0.013,0.061,0,0,0,0,0,0,0,0,0,0
1,CSL,3,1,0,0,0,0,0,0.179843846,0.161859462,0.145673515,0.131106164,0.097805198,0.072962678,0.054430158,0.040604898,0.030291254,0.022597275,0.016857567,0.012575745,0.009381506,0.006998604,0.005220959,0.003894835,0.002905547,0.002167538,0.001616983,0.00120627
2,CSL,3,1,0,0,0,0,0,0.179843846,0.161859462,0.145673515,0.131106164,0.097805198,0.072962678,0.054430158,0.040604898,0.030291254,0.022597275,0.016857567,0.012575745,0.009381506,0.006998604,0.005220959,0.003894835,0.002905547,0.002167538,0.001616983,0.00120627
3,CSL,3,1,0,0,0,0,0,0.179843846,0.161859462,0.145673515,0.131106164,0.097805198,0.072962678,0.054430158,0.040604898,0.030291254,0.022597275,0.016857567,0.012575745,0.009381506,0.006998604,0.005220959,0.003894835,0.002905547,0.002167538,0.001616983,0.00120627
4,CSL,3,1,0,0,0,0,0,0.179843846,0.161859462,0.145673515,0.131106164,0.097805198,0.072962678,0.054430158,0.040604898,0.030291254,0.022597275,0.016857567,0.012575745,0.009381506,0.006998604,0.005220959,0.003894835,0.002905547,0.002167538,0.001616983,0.00120627
5,CSL,3,1,0,0,0,0,0,0.179843846,0.161859462,0.145673515,0.131106164,0.097805198,0.072962678,0.054430158,0.040604898,0.030291254,0.022597275,0.016857567,0.012575745,0.009381506,0.006998604,0.005220959,0.003894835,0.002905547,0.002167538,0.001616983,0.00120627
1,SSL,4,1,0.153443307,0.114780232,0.099145139,0.090870205,0.082386677,0.073447064,0.064560008,0.056094142,0.048247625,0.04109567,0.034727223,0.029150825,0.02431673,0.020188615,0.01465903,0.012328244,0.010306412,0.008574935,0.007100046,0.005850438,0.00480321,0.003924222,0,0,0
2,SSL,4,1,0.153443307,0.114780232,0.099145139,0.090870205,0.082386677,0.073447064,0.064560008,0.056094142,0.048247625,0.04109567,0.034727223,0.029150825,0.02431673,0.020188615,0.01465903,0.012328244,0.010306412,0.008574935,0.007100046,0.005850438,0.00480321,0.003924222,0,0,0
3,SSL,4,1,0,0,0,0,0.212865382,0.180935575,0.150357463,0.122390975,0.097667998,0.076376374,0.058657055,0.04422742,0.032728291,0.023793467,0,0,0,0,0,0,0,0,0,0,0
4,SSL,4,1,0.153443307,0.114780232,0.099145139,0.090870205,0.082386677,0.073447064,0.064560008,0.056094142,0.048247625,0.04109567,0.034727223,0.029150825,0.02431673,0.020188615,0.01465903,0.012328244,0.010306412,0.008574935,0.007100046,0.005850438,0.00480321,0.003924222,0,0,0
5,SSL,4,1,0.153443307,0.114780232,0.099145139,0.090870205,0.082386677,0.073447064,0.064560008,0.056094142,0.048247625,0.04109567,0.034727223,0.029150825,0.02431673,0.020188615,0.01465903,0.012328244,0.010306412,0.008574935,0.007100046,0.005850438,0.00480321,0.003924222,0,0,0
6,SSL,4,1,0.153443307,0.114780232,0.099145139,0.090870205,0.082386677,0.073447064,0.064560008,0.056094142,0.048247625,0.04109567,0.034727223,0.029150825,0.02431673,0.020188615,0.01465903,0.012328244,0.010306412,0.008574935,0.007100046,0.005850438,0.00480321,0.003924222,0,0,0
7,SSL,4,1,0.153443307,0.114780232,0.099145139,0.090870205,0.082386677,0.073447064,0.064560008,0.056094142,0.048247625,0.04109567,0.034727223,0.029150825,0.02431673,0.020188615,0.01465903,0.012328244,0.010306412,0.008574935,0.007100046,0.005850438,0.00480321,0.003924222,0,0,0
8,SSL,4,1,0.153443307,0.114780232,0.099145139,0.090870205,0.082386677,0.073447064,0.064560008,0.056094142,0.048247625,0.04109567,0.034727223,0.029150825,0.02431673,0.020188615,0.01465903,0.012328244,0.010306412,0.008574935,0.007100046,0.005850438,0.00480321,0.003924222,0,0,0
6,KW,1,1,0.001443023,0.045520562,0.041962367,0.039605485,0.03720618,0.035136012,0.033408382,0.030750678,0.029295712,0.029578646,0.02948635,0.029131174,0.027683927,0.026499906,0.025393712,0.024970453,0.025667701,0.024170973,0.023715678,0.022659243,0.021720294,0.021867767,0.020206449,0.019429042,0.333490285
6,KW,1,2,0.001443023,0.045520562,0.041962367,0.039605485,0.03720618,0.035136012,0.033408382,0.030750678,0.029295712,0.029578646,0.02948635,0.029131174,0.027683927,0.026499906,0.025393712,0.024970453,0.025667701,0.024170973,0.023715678,0.022659243,0.021720294,0.021867767,0.020206449,0.019429042,0.333490285
6,KW,1,3,0.001443023,0.045520562,0.041962367,0.039605485,0.03720618,0.035136012,0.033408382,0.030750678,0.029295712,0.029578646,0.02948635,0.029131174,0.027683927,0.026499906,0.025393712,0.024970453,0.025667701,0.024170973,0.023715678,0.022659243,0.021720294,0.021867767,0.020206449,0.019429042,0.333490285
6,KW,1,4,0.001443023,0.045520562,0.041962367,0.039605485,0.03720618,0.035136012,0.033408382,0.030750678,0.029295712,0.029578646,0.02948635,0.029131174,0.027683927,0.026499906,0.025393712,0.024970453,0.025667701,0.024170973,0.023715678,0.022659243,0.021720294,0.021867767,0.020206449,0.019429042,0.333490285
6,KW,1,5,0.001443023,0.045520562,0.041962367,0.039605485,0.03720618,0.035136012,0.033408382,0.030750678,0.029295712,0.029578646,0.02948635,0.029131174,0.027683927,0.026499906,0.025393712,0.024970453,0.025667701,0.024170973,0.023715678,0.022659243,0.021720294,0.021867767,0.020206449,0.019429042,0.333490285
6,KW,1,6,0.001443023,0.045520562,0.041962367,0.039605485,0.03720618,0.035136012,0.033408382,0.030750678,0.029295712,0.029578646,0.02948635,0.029131174,0.027683927,0.026499906,0.025393712,0.024970453,0.025667701,0.024170973,0.023715678,0.022659243,0.021720294,0.021867767,0.020206449,0.019429042,0.333490285
6,KW,1,7,0.001443023,0.045520562,0.041962367,0.039605485,0.03720618,0.035136012,0.033408382,0.030750678,0.029295712,0.029578646,0.02948635,0.029131174,0.027683927,0.026499906,0.025393712,0.024970453,0.025667701,0.024170973,0.023715678,0.022659243,0.021720294,0.021867767,0.020206449,0.019429042,0.333490285
6,KW,1,8,0.001443023,0.045520562,0.041962367,0.039605485,0.03720618,0.035136012,0.033408382,0.030750678,0.029295712,0.029578646,0.02948635,0.029131174,0.027683927,0.026499906,0.025393712,0.024970453,0.025667701,0.024170973,0.023715678,0.022659243,0.021720294,0.021867767,0.020206449,0.019429042,0.333490285
6,KW,1,9,0.001443023,0.045520562,0.041962367,0.039605485,0.03720618,0.035136012,0.033408382,0.030750678,0.029295712,0.029578646,0.02948635,0.029131174,0.027683927,0.026499906,0.025393712,0.024970453,0.025667701,0.024170973,0.023715678,0.022659243,0.021720294,0.021867767,0.020206449,0.019429042,0.333490285
6,KW,1,10,0.001443023,0.045520562,0.041962367,0.039605485,0.03720618,0.035136012,0.033408382,0.030750678,0.029295712,0.029578646,0.02948635,0.029131174,0.027683927,0.026499906,0.025393712,0.024970453,0.025667701,0.024170973,0.023715678,0.022659243,0.021720294,0.021867767,0.020206449,0.019429042,0.333490285
6,KW,1,11,0,0.062937063,0.020979021,0.020979021,0.013986014,0.048951049,0.055944056,0.027972028,0.013986014,0.06993007,0.034965035,0.020979021,0.013986014,0.013986014,0.027972028,0.034965035,0.055944056,0.006993007,0.013986014,0,0.013986014,0.055944056,0.006993007,0.013986014,0.34965035
6,KW,1,12,0.006578947,0.052631579,0.059210526,0.019736842,0.019736842,0.013157895,0.046052632,0.052631579,0.026315789,0.013157895,0.065789474,0.032894737,0.019736842,0.013157895,0.013157895,0.026315789,0.032894737,0.052631579,0.006578947,0.013157895,0,0.013157895,0.052631579,0.006578947,0.342105262
6,KW,1,13,0,0.032258065,0.051612903,0.058064516,0.019354839,0.012903226,0.012903226,0.04516129,0.051612903,0.025806452,0.012903226,0.064516129,0.032258065,0.019354839,0.012903226,0.012903226,0.025806452,0.032258065,0.051612903,0.006451613,0.012903226,0,0.012903226,0.051612903,0.341935485
6,KW,1,14,0,0.031847134,0.031847134,0.050955413,0.05732484,0.01910828,0.012738854,0.012738854,0.044585987,0.050955413,0.025477707,0.012738854,0.063694267,0.031847134,0.01910828,0.012738854,0.012738854,0.025477707,0.031847134,0.050955413,0.006369427,0.012738854,0,0.012738854,0.369426754
6,KW,1,15,0,0.04375,0.03125,0.03125,0.05,0.05625,0.01875,0.0125,0.0125,0.04375,0.05,0.025,0.0125,0.0625,0.03125,0.01875,0.0125,0.0125,0.025,0.03125,0.05,0.00625,0.00625,0,0.35625
6,KW,1,16,0,0.03125,0.0375,0.03125,0.025,0.05,0.05625,0.01875,0.0125,0.0125,0.04375,0.05,0.025,0.0125,0.0625,0.03125,0.01875,0.0125,0.0125,0.025,0.03125,0.05,0.00625,0.00625,0.3375
6,KW,1,17,0,0.05988024,0.02994012,0.035928144,0.02994012,0.023952096,0.047904192,0.053892216,0.017964072,0.011976048,0.011976048,0.041916168,0.047904192,0.023952096,0.011976048,0.05988024,0.02994012,0.017964072,0.011976048,0.011976048,0.023952096,0.02994012,0.047904192,0.005988024,0.311377246
6,KW,1,18,0,0.051724138,0.051724138,0.028735632,0.034482759,0.028735632,0.022988506,0.045977011,0.051724138,0.017241379,0.011494253,0.011494253,0.040229885,0.045977011,0.022988506,0.011494253,0.057471264,0.028735632,0.017241379,0.011494253,0.011494253,0.022988506,0.028735632,0.040229885,0.304597699
6,KW,1,19,0,0.060773481,0.049723757,0.044198895,0.027624309,0.033149171,0.027624309,0.022099448,0.044198895,0.044198895,0.016574586,0.011049724,0.011049724,0.033149171,0.044198895,0.022099448,0.011049724,0.055248619,0.027624309,0.016574586,0.011049724,0.011049724,0.022099448,0.027624309,0.325966852
6,KW,1,20,0,0.037433155,0.058823529,0.048128342,0.042780749,0.026737968,0.032085561,0.026737968,0.021390374,0.042780749,0.042780749,0.016042781,0.010695187,0.010695187,0.032085561,0.042780749,0.021390374,0.010695187,0.053475936,0.026737968,0.016042781,0.010695187,0.010695187,0.021390374,0.336898399
6,KW,1,21,0,0.037234043,0.031914894,0.053191489,0.042553191,0.042553191,0.026595745,0.031914894,0.026595745,0.021276596,0.042553191,0.042553191,0.015957447,0.010638298,0.010638298,0.031914894,0.042553191,0.021276596,0.010638298,0.053191489,0.026595745,0.015957447,0.010638298,0.010638298,0.340425534
6,KW,1,22,0,0.050761421,0.035532995,0.030456853,0.050761421,0.040609137,0.040609137,0.025380711,0.030456853,0.025380711,0.020304569,0.040609137,0.040609137,0.015228426,0.010152284,0.010152284,0.030456853,0.040609137,0.020304569,0.010152284,0.050761421,0.025380711,0.015228426,0.010152284,0.329949238
6,KW,1,23,0,0.045685279,0.050761421,0.035532995,0.030456853,0.045685279,0.040609137,0.040609137,0.025380711,0.030456853,0.025380711,0.020304569,0.040609137,0.035532995,0.015228426,0.010152284,0.010152284,0.025380711,0.035532995,0.020304569,0.010152284,0.050761421,0.025380711,0.015228426,0.314720811
6,KW,1,24,0,0.03902439,0.043902439,0.048780488,0.034146341,0.029268293,0.043902439,0.03902439,0.03902439,0.024390244,0.029268293,0.024390244,0.019512195,0.03902439,0.034146341,0.014634146,0.009756098,0.009756098,0.024390244,0.034146341,0.019512195,0.009756098,0.048780488,0.024390244,0.317073173
6,KW,1,25,0,0.019900498,0.039800995,0.044776119,0.049751244,0.029850746,0.019900498,0.044776119,0.034825871,0.039800995,0.024875622,0.029850746,0.024875622,0.019900498,0.039800995,0.034825871,0.014925373,0.009950249,0.009950249,0.024875622,0.034825871,0.014925373,0.009950249,0.049751244,0.333333332
6,KW,1,26,0.004784689,0.057416268,0.019138756,0.038277512,0.043062201,0.04784689,0.023923445,0.019138756,0.043062201,0.033492823,0.038277512,0.023923445,0.028708134,0.023923445,0.019138756,0.038277512,0.033492823,0.014354067,0.009569378,0.009569378,0.023923445,0.033492823,0.014354067,0.009569378,0.349282297
6,KW,1,27,0,0.028436019,0.056872039,0.018957346,0.033175355,0.042654029,0.047393366,0.023696682,0.018957346,0.037914692,0.033175355,0.037914692,0.023696682,0.028436019,0.023696682,0.018957346,0.037914692,0.033175355,0.014218009,0.009478673,0.009478673,0.023696682,0.033175355,0.014218009,0.350710897
6,KW,1,28,0,0.036363636,0.027272727,0.05,0.018181818,0.031818182,0.040909091,0.045454545,0.022727273,0.018181818,0.036363636,0.031818182,0.036363636,0.022727273,0.027272727,0.022727273,0.018181818,0.036363636,0.031818182,0.013636364,0.009090909,0.009090909,0.027272727,0.031818182,0.354545458
6,KW,1,29,0,0.058035714,0.03125,0.026785714,0.049107143,0.017857143,0.03125,0.035714286,0.044642857,0.022321429,0.017857143,0.035714286,0.03125,0.035714286,0.022321429,0.022321429,0.022321429,0.017857143,0.035714286,0.03125,0.013392857,0.008928571,0.008928571,0.026785714,0.35267857
6,KW,1,30,0,0.036199095,0.049773756,0.031674208,0.027149321,0.045248869,0.018099548,0.027149321,0.036199095,0.045248869,0.022624434,0.018099548,0.036199095,0.031674208,0.036199095,0.022624434,0.022624434,0.022624434,0.018099548,0.036199095,0.031674208,0.013574661,0.009049774,0.009049774,0.35294118
6,KW,1,31,0,0.044444444,0.035555556,0.048888889,0.031111111,0.022222222,0.044444444,0.013333333,0.026666667,0.035555556,0.044444444,0.022222222,0.017777778,0.035555556,0.031111111,0.031111111,0.022222222,0.022222222,0.022222222,0.017777778,0.035555556,0.031111111,0.008888889,0.008888889,0.346666664
6,KW,1,32,0,0.03255814,0.046511628,0.037209302,0.051162791,0.03255814,0.023255814,0.041860465,0.013953488,0.027906977,0.037209302,0.046511628,0.018604651,0.018604651,0.03255814,0.03255814,0.03255814,0.023255814,0.023255814,0.023255814,0.018604651,0.037209302,0.023255814,0.009302326,0.316279072
6,KW,1,33,0.004830918,0.033816425,0.024154589,0.048309179,0.033816425,0.053140097,0.028985507,0.019323671,0.043478261,0.014492754,0.024154589,0.038647343,0.048309179,0.019323671,0.019323671,0.033816425,0.033816425,0.028985507,0.024154589,0.019323671,0.024154589,0.014492754,0.038647343,0.024154589,0.304347829
6,KW,1,34,0,0.043478261,0.028985507,0.024154589,0.048309179,0.028985507,0.048309179,0.024154589,0.019323671,0.043478261,0.014492754,0.024154589,0.038647343,0.043478261,0.019323671,0.019323671,0.033816425,0.033816425,0.028985507,0.024154589,0.019323671,0.024154589,0.014492754,0.033816425,0.318840582
6,KW,1,35,0,0.042857143,0.042857143,0.028571429,0.023809524,0.047619048,0.023809524,0.042857143,0.023809524,0.019047619,0.042857143,0.014285714,0.023809524,0.038095238,0.038095238,0.019047619,0.019047619,0.033333333,0.033333333,0.028571429,0.023809524,0.019047619,0.019047619,0.014285714,0.338095242
6,KW,1,36,0.004385965,0.074561404,0.039473684,0.039473684,0.026315789,0.021929825,0.043859649,0.021929825,0.039473684,0.021929825,0.01754386,0.039473684,0.013157895,0.021929825,0.035087719,0.035087719,0.01754386,0.01754386,0.030701754,0.030701754,0.026315789,0.021929825,0.01754386,0.01754386,0.324561405
